Datetime_Kyiv,Trend_%,Close_Price,Status,Direction,First_LDN_Counter_Low,First_LDN_Counter_High
2015-01-05 10:00:00,25.0,1.53045,True,Short,1.0,
2015-01-08 12:00:00,0.0,1.50561,True,Short,1.0,
2015-01-09 10:00:00,0.0,1.5116,True,Short,1.0,
2015-01-12 10:00:00,25.0,1.51138,True,Long,,1.0
2015-01-14 11:00:00,0.0,1.5173,True,Long,,1.0
2015-01-16 13:00:00,25.0,1.52025,True,Long,,1.0
2015-01-19 11:00:00,0.9,1.51639,True,Short,1.0,
2015-01-21 10:00:00,30.2,1.51591,True,Long,,1.0
2015-01-22 10:00:00,25.0,1.51497,True,Short,1.0,
2015-01-23 13:00:00,50.0,1.497,True,Short,1.0,
2015-01-26 12:00:00,0.0,1.50084,True,Long,,1.0
2015-01-27 12:00:00,0.0,1.50722,True,Long,,1.0
2015-01-29 12:00:00,25.0,1.51431,True,Short,1.0,
2015-01-30 13:00:00,0.0,1.50806,True,Short,1.0,
2015-02-03 11:00:00,25.0,1.50182,True,Short,1.0,
2015-02-04 09:00:00,25.0,1.516,True,Long,,1.0
2015-02-06 09:00:00,64.7,1.53168,True,Long,,1.0
2015-02-10 13:00:00,16.1,1.52134,True,Short,1.0,
2015-02-16 11:00:00,83.8,1.53948,True,Long,,1.0
2015-02-17 13:00:00,56.2,1.53901,True,Short,1.0,
2015-02-19 11:00:00,76.2,1.5445,True,Long,,1.0
2015-02-24 13:00:00,49.9,1.54461,True,Long,,1.0
2015-02-25 13:00:00,46.7,1.54971,True,Long,,1.0
2015-03-02 09:00:00,18.3,1.53945,True,Long,,1.0
2015-03-05 10:00:00,0.0,1.52466,True,Short,1.0,
2015-03-10 13:00:00,0.0,1.50773,True,Short,1.0,
2015-03-11 09:00:00,0.0,1.50792,True,Short,1.0,
2015-03-13 11:00:00,0.0,1.48795,True,Short,1.0,
2015-03-16 10:00:00,0.0,1.47736,True,Short,1.0,
2015-03-17 11:00:00,0.0,1.47869,True,Long,,1.0
2015-03-19 12:00:00,25.0,1.48967,True,Long,,1.0
2015-03-20 12:00:00,50.0,1.47279,True,Long,,1.0
2015-03-23 09:00:00,25.0,1.49048,True,Long,,1.0
2015-03-24 13:00:00,25.0,1.49242,True,Long,,1.0
2015-03-25 12:00:00,50.6,1.48847,True,Short,1.0,
2015-03-26 09:00:00,6.0,1.48845,True,Short,1.0,
2015-03-27 12:00:00,41.8,1.48675,True,Short,1.0,
2015-03-30 13:00:00,10.6,1.4835,True,Short,1.0,
2015-03-31 10:00:00,4.8,1.47809,True,Short,1.0,
2015-04-01 11:00:00,25.0,1.48343,True,Long,,1.0
2015-04-02 13:00:00,25.0,1.47958,True,Long,,1.0
2015-04-03 11:00:00,25.0,1.48341,True,Long,,1.0
2015-04-06 09:00:00,50.0,1.49172,True,Long,,1.0
2015-04-07 10:00:00,50.5,1.48904,True,Short,1.0,
2015-04-09 10:00:00,6.5,1.48681,True,Long,,1.0
2015-04-10 09:00:00,0.3,1.47109,True,Short,1.0,
2015-04-13 11:00:00,0.0,1.46002,True,Short,1.0,
2015-04-14 13:00:00,0.0,1.46322,True,Long,,1.0
2015-04-15 09:00:00,50.0,1.47583,True,Long,,1.0
2015-04-21 12:00:00,9.4,1.48799,True,Short,1.0,
2015-04-23 11:00:00,89.8,1.49858,True,Long,,1.0
2015-04-27 11:00:00,92.1,1.51521,True,Long,,1.0
2015-05-06 12:00:00,29.4,1.51751,True,Long,,1.0
2015-05-07 11:00:00,50.3,1.52154,True,Long,,1.0
2015-05-08 10:00:00,50.0,1.5455,True,Long,,1.0
2015-05-13 10:00:00,63.4,1.56632,True,Long,,1.0
2015-05-15 12:00:00,97.0,1.57479,True,Long,,1.0
2015-05-20 12:00:00,24.5,1.55072,True,Short,1.0,
2015-05-22 12:00:00,50.9,1.56587,True,Long,,1.0
2015-05-25 11:00:00,0.0,1.55035,True,Short,1.0,
2015-05-28 09:00:00,0.0,1.53659,True,Short,1.0,
2015-06-02 13:00:00,0.0,1.52658,True,Short,1.0,
2015-06-03 12:00:00,50.0,1.527,True,Long,,1.0
2015-06-04 09:00:00,50.0,1.53305,True,Long,,1.0
2015-06-05 10:00:00,50.0,1.53357,True,Long,,1.0
2015-06-09 12:00:00,25.0,1.5291,True,Long,,1.0
2015-06-10 13:00:00,51.7,1.54628,True,Long,,1.0
2015-06-11 10:00:00,65.2,1.54633,True,Long,,1.0
2015-06-12 13:00:00,52.5,1.54865,True,Long,,1.0
2015-06-15 12:00:00,84.1,1.55233,True,Long,,1.0
2015-06-16 13:00:00,83.7,1.557,True,Long,,1.0
2015-06-22 12:00:00,71.5,1.58713,True,Long,,1.0
2015-06-25 11:00:00,24.9,1.57066,True,Short,1.0,
2015-06-26 13:00:00,37.5,1.57428,True,Short,1.0,
2015-07-02 13:00:00,0.0,1.56161,True,Short,1.0,
2015-07-03 10:00:00,0.0,1.56094,True,Short,1.0,
2015-07-06 13:00:00,25.0,1.55641,True,Short,1.0,
2015-07-07 11:00:00,0.0,1.55454,True,Long,,1.0
2015-07-08 09:00:00,0.0,1.54576,True,Short,1.0,
2015-07-13 09:00:00,50.0,1.55151,True,Long,,1.0
2015-07-15 13:00:00,25.0,1.56161,True,Long,,1.0
2015-07-16 13:00:00,50.1,1.5615,True,Long,,1.0
2015-07-17 13:00:00,6.9,1.56321,True,Long,,1.0
2015-07-20 13:00:00,45.4,1.5556,True,Long,,1.0
2015-07-23 13:00:00,68.4,1.56083,True,Long,,1.0
2015-07-24 09:00:00,54.0,1.55172,True,Short,1.0,
2015-07-27 12:00:00,0.0,1.5524,True,Long,,1.0
2015-07-29 09:00:00,50.0,1.56054,True,Long,,1.0
2015-07-31 13:00:00,0.6,1.55656,True,Short,1.0,
2015-08-03 13:00:00,32.6,1.55961,True,Long,,1.0
2015-08-04 12:00:00,34.6,1.55836,True,Long,,1.0
2015-08-05 11:00:00,32.8,1.5583,True,Short,1.0,
2015-08-07 13:00:00,1.1,1.55183,True,Short,1.0,
2015-08-11 13:00:00,50.0,1.55815,True,Long,,1.0
2015-08-13 12:00:00,25.0,1.56099,True,Long,,1.0
2015-08-14 09:00:00,25.0,1.56114,True,Short,1.0,
2015-08-17 12:00:00,55.8,1.56475,True,Long,,1.0
2015-08-20 09:00:00,86.1,1.56803,True,Short,1.0,
2015-08-21 12:00:00,36.6,1.57169,True,Long,,1.0
2015-08-24 12:00:00,85.2,1.57117,True,Short,1.0,
2015-09-04 10:00:00,25.0,1.52299,True,Short,1.0,
2015-09-07 11:00:00,0.0,1.52005,True,Short,1.0,
2015-09-08 12:00:00,25.0,1.53786,True,Long,,1.0
2015-09-09 13:00:00,50.0,1.53743,True,Long,,1.0
2015-09-11 10:00:00,25.0,1.54456,True,Long,,1.0
2015-09-14 13:00:00,62.9,1.54519,True,Long,,1.0
2015-09-15 12:00:00,29.0,1.54378,True,Short,1.0,
2015-09-16 13:00:00,28.1,1.54021,True,Short,1.0,
2015-09-17 13:00:00,82.2,1.5505,True,Long,,1.0
2015-09-23 13:00:00,9.5,1.53017,True,Short,1.0,
2015-09-28 12:00:00,0.0,1.52306,True,Short,1.0,
2015-09-29 13:00:00,50.0,1.51819,True,Short,1.0,
2015-09-30 13:00:00,0.0,1.51895,True,Short,1.0,
2015-10-01 13:00:00,25.0,1.51325,True,Short,1.0,
2015-10-02 09:00:00,0.0,1.51422,True,Short,1.0,
2015-10-05 09:00:00,50.0,1.5211,True,Long,,1.0
2015-10-06 13:00:00,25.0,1.51674,True,Short,1.0,
2015-10-07 09:00:00,50.0,1.52507,True,Long,,1.0
2015-10-12 11:00:00,85.6,1.5362,True,Short,1.0,
2015-10-14 13:00:00,58.7,1.53602,True,Short,1.0,
2015-10-15 09:00:00,57.8,1.54737,True,Long,,1.0
2015-10-16 09:00:00,83.8,1.54674,True,Long,,1.0
2015-10-20 09:00:00,82.0,1.54741,True,Long,,1.0
2015-10-21 12:00:00,77.9,1.54385,True,Short,1.0,
2015-10-22 11:00:00,23.7,1.54432,True,Short,1.0,
2015-10-23 13:00:00,42.6,1.53939,True,Short,1.0,
2015-10-26 12:00:00,1.9,1.53467,True,Short,1.0,
2015-10-28 12:00:00,0.0,1.5304,True,Short,1.0,
2015-10-29 11:00:00,0.0,1.52621,True,Short,1.0,
2015-10-30 11:00:00,0.0,1.53308,True,Long,,1.0
2015-11-02 10:00:00,25.0,1.54372,True,Long,,1.0
2015-11-03 11:00:00,50.0,1.54084,True,Long,,1.0
2015-11-05 11:00:00,59.4,1.53804,True,Short,1.0,
2015-11-09 13:00:00,0.0,1.5103,True,Short,1.0,
2015-11-10 10:00:00,0.0,1.51059,True,Long,,1.0
2015-11-11 11:00:00,50.0,1.51439,True,Long,,1.0
2015-11-13 12:00:00,25.0,1.52195,True,Long,,1.0
2015-11-16 11:00:00,50.0,1.51949,True,Long,,1.0
2015-11-17 12:00:00,0.0,1.51989,True,Short,1.0,
2015-11-18 13:00:00,25.0,1.52113,True,Long,,1.0
2015-11-19 11:00:00,68.0,1.52521,True,Long,,1.0
2015-11-23 11:00:00,48.4,1.51599,True,Short,1.0,
2015-11-24 09:00:00,27.1,1.51462,True,Short,1.0,
2015-12-01 13:00:00,0.0,1.50774,True,Long,,1.0
2015-12-03 09:00:00,0.0,1.49346,True,Short,1.0,
2015-12-04 13:00:00,50.0,1.5115,True,Long,,1.0
2015-12-07 12:00:00,25.0,1.5081,True,Short,1.0,
2015-12-08 09:00:00,25.0,1.50518,True,Short,1.0,
2015-12-10 10:00:00,0.8,1.51734,True,Long,,1.0
2015-12-11 12:00:00,59.9,1.51554,True,Long,,1.0
2015-12-14 09:00:00,66.5,1.51784,True,Long,,1.0
2015-12-16 13:00:00,39.8,1.50233,True,Short,1.0,
2015-12-17 12:00:00,0.0,1.49262,True,Short,1.0,
2015-12-18 12:00:00,0.0,1.49328,True,Short,1.0,
2015-12-23 13:00:00,0.0,1.48873,True,Short,1.0,
2015-12-24 11:00:00,0.0,1.48915,True,Long,,1.0
2015-12-25 09:00:00,50.0,1.49215,True,Long,,1.0
2015-12-28 11:00:00,25.0,1.49268,True,Short,1.0,
2015-12-30 12:00:00,0.0,1.48171,True,Short,1.0,
2016-01-01 09:00:00,25.0,1.47331,True,Short,1.0,
2016-01-06 12:00:00,25.0,1.46553,True,Short,1.0,
2016-01-08 13:00:00,25.0,1.46018,True,Long,,1.0
2016-01-11 11:00:00,0.0,1.45652,True,Short,1.0,
2016-01-12 10:00:00,50.0,1.45357,True,Short,1.0,
2016-01-13 12:00:00,25.0,1.44313,True,Short,1.0,
2016-01-18 11:00:00,0.0,1.42939,True,Short,1.0,
2016-01-19 13:00:00,0.0,1.43021,True,Long,,1.0
2016-01-20 13:00:00,25.0,1.41568,True,Short,1.0,
2016-01-21 11:00:00,0.0,1.41812,True,Short,1.0,
2016-01-22 13:00:00,25.0,1.42912,True,Long,,1.0
2016-01-25 11:00:00,50.0,1.42583,True,Long,,1.0
2016-01-26 12:00:00,0.0,1.41994,True,Short,1.0,
2016-01-27 11:00:00,25.0,1.43042,True,Long,,1.0
2016-01-28 10:00:00,25.0,1.42615,True,Short,1.0,
2016-01-29 10:00:00,59.5,1.43619,True,Long,,1.0
2016-02-05 13:00:00,80.9,1.4529,True,Short,1.0,
2016-02-09 11:00:00,25.0,1.44364,True,Short,1.0,
2016-02-11 13:00:00,66.3,1.44209,True,Short,1.0,
2016-02-12 09:00:00,12.4,1.44945,True,Short,1.0,
2016-02-15 10:00:00,50.8,1.44929,True,Long,,1.0
2016-02-16 10:00:00,0.0,1.45004,True,Short,1.0,
2016-02-17 11:00:00,0.0,1.43103,True,Short,1.0,
2016-02-18 11:00:00,0.0,1.42971,True,Short,1.0,
2016-02-19 10:00:00,50.0,1.43317,True,Long,,1.0
2016-02-23 10:00:00,25.0,1.41218,True,Short,1.0,
2016-02-24 09:00:00,25.0,1.3983,True,Short,1.0,
2016-02-25 13:00:00,25.0,1.39508,True,Short,1.0,
2016-02-26 13:00:00,25.0,1.39615,True,Long,,1.0
2016-03-01 11:00:00,0.0,1.39545,True,Long,,1.0
2016-03-02 12:00:00,50.0,1.39716,True,Long,,1.0
2016-03-03 11:00:00,50.0,1.40813,True,Long,,1.0
2016-03-04 11:00:00,50.0,1.41381,True,Long,,1.0
2016-03-07 10:00:00,57.3,1.41502,True,Long,,1.0
2016-03-08 11:00:00,79.8,1.42362,True,Long,,1.0
2016-03-10 12:00:00,65.5,1.42293,True,Long,,1.0
2016-03-16 12:00:00,68.4,1.41165,True,Short,1.0,
2016-03-18 11:00:00,55.6,1.44161,True,Long,,1.0
2016-03-21 12:00:00,62.6,1.44066,True,Short,1.0,
2016-03-22 13:00:00,40.2,1.42788,True,Short,1.0,
2016-03-24 13:00:00,0.0,1.41376,True,Short,1.0,
2016-03-30 13:00:00,50.0,1.43938,True,Long,,1.0
2016-03-31 09:00:00,50.0,1.43418,True,Short,1.0,
2016-04-01 09:00:00,25.0,1.43446,True,Short,1.0,
2016-04-07 09:00:00,0.0,1.41444,True,Short,1.0,
2016-04-08 13:00:00,25.0,1.40788,True,Long,,1.0
2016-04-11 11:00:00,0.0,1.41428,True,Long,,1.0
2016-04-14 13:00:00,0.0,1.41445,True,Short,1.0,
2016-04-19 09:00:00,36.9,1.43132,True,Long,,1.0
2016-04-21 11:00:00,52.5,1.43329,True,Short,1.0,
2016-04-22 12:00:00,49.2,1.43443,True,Long,,1.0
2016-04-25 12:00:00,50.6,1.44274,True,Long,,1.0
2016-04-27 13:00:00,93.5,1.45958,True,Long,,1.0
2016-04-28 09:00:00,69.7,1.45408,True,Short,1.0,
2016-04-29 13:00:00,68.8,1.4594,True,Long,,1.0
2016-05-02 13:00:00,93.5,1.46116,True,Long,,1.0
2016-05-06 13:00:00,3.1,1.45113,True,Short,1.0,
2016-05-09 13:00:00,25.0,1.44757,True,Short,1.0,
2016-05-10 11:00:00,0.0,1.44186,True,Short,1.0,
2016-05-11 10:00:00,25.0,1.4449,True,Short,1.0,
2016-05-12 10:00:00,50.0,1.44228,True,Long,,1.0
2016-05-13 13:00:00,50.0,1.44076,True,Short,1.0,
2016-05-17 13:00:00,25.0,1.4487,True,Long,,1.0
2016-05-20 12:00:00,67.3,1.45719,True,Long,,1.0
2016-05-23 13:00:00,45.3,1.44908,True,Short,1.0,
2016-05-26 13:00:00,78.6,1.47045,True,Long,,1.0
2016-05-31 09:00:00,19.5,1.46716,True,Long,,1.0
2016-06-03 12:00:00,0.0,1.4433,True,Short,1.0,
2016-06-06 12:00:00,50.0,1.4432,True,Short,1.0,
2016-06-07 10:00:00,0.0,1.45039,True,Long,,1.0
2016-06-09 10:00:00,25.0,1.45162,True,Short,1.0,
2016-06-10 13:00:00,0.0,1.44312,True,Short,1.0,
2016-06-16 13:00:00,25.0,1.41583,True,Long,,1.0
2016-06-20 09:00:00,25.0,1.45536,True,Long,,1.0
2016-06-23 11:00:00,71.9,1.4745,True,Long,,1.0
2016-06-24 10:00:00,86.7,1.35997,True,Short,1.0,
2016-06-28 12:00:00,0.0,1.32976,True,Short,1.0,
2016-07-01 12:00:00,0.0,1.33028,True,Short,1.0,
2016-07-07 13:00:00,0.0,1.30005,True,Short,1.0,
2016-07-08 11:00:00,50.0,1.29427,True,Long,,1.0
2016-07-13 11:00:00,0.0,1.32428,True,Long,,1.0
2016-07-15 10:00:00,50.1,1.33929,True,Long,,1.0
2016-07-18 10:00:00,61.7,1.32241,True,Short,1.0,
2016-07-19 10:00:00,82.6,1.32124,True,Short,1.0,
2016-07-20 12:00:00,76.6,1.31503,True,Short,1.0,
2016-07-21 12:00:00,17.8,1.31964,True,Long,,1.0
2016-07-25 13:00:00,25.0,1.31589,True,Short,1.0,
2016-07-26 13:00:00,25.0,1.3121,True,Short,1.0,
2016-07-29 13:00:00,50.0,1.31764,True,Long,,1.0
2016-08-05 11:00:00,22.7,1.31387,True,Short,1.0,
2016-08-09 12:00:00,0.0,1.30109,True,Short,1.0,
2016-08-19 12:00:00,50.1,1.31227,True,Long,,1.0
2016-08-22 11:00:00,58.3,1.30824,True,Short,1.0,
2016-08-23 13:00:00,42.0,1.31783,True,Long,,1.0
2016-08-25 12:00:00,90.3,1.32138,True,Long,,1.0
2016-08-29 13:00:00,83.0,1.3102,True,Short,1.0,
2016-08-30 12:00:00,14.4,1.30693,True,Short,1.0,
2016-09-01 10:00:00,50.0,1.31461,True,Long,,1.0
2016-09-05 11:00:00,53.3,1.33032,True,Long,,1.0
2016-09-06 12:00:00,33.7,1.33386,True,Long,,1.0
2016-09-07 09:00:00,43.0,1.34125,True,Long,,1.0
2016-09-08 12:00:00,83.2,1.3362,True,Short,1.0,
2016-09-13 11:00:00,43.8,1.33118,True,Long,,1.0
2016-09-15 10:00:00,25.0,1.32164,True,Long,,1.0
2016-09-16 11:00:00,25.0,1.31967,True,Long,,1.0
2016-09-19 12:00:00,0.0,1.30472,True,Short,1.0,
2016-09-21 10:00:00,0.0,1.29724,True,Short,1.0,
2016-09-27 10:00:00,25.0,1.298,True,Short,1.0,
2016-09-28 13:00:00,50.0,1.29972,True,Long,,1.0
2016-09-29 12:00:00,50.0,1.29926,True,Long,,1.0
2016-09-30 13:00:00,50.0,1.29685,True,Short,1.0,
2016-10-03 13:00:00,0.0,1.28772,True,Short,1.0,
2016-10-05 12:00:00,0.0,1.2733,True,Short,1.0,
2016-10-06 12:00:00,0.0,1.27268,True,Short,1.0,
2016-10-07 12:00:00,0.0,1.24336,True,Short,1.0,
2016-10-10 12:00:00,0.0,1.24171,True,Short,1.0,
2016-10-11 13:00:00,0.0,1.23004,True,Short,1.0,
2016-10-12 13:00:00,25.0,1.22439,True,Short,1.0,
2016-10-13 13:00:00,25.0,1.21902,True,Short,1.0,
2016-10-20 13:00:00,25.0,1.22769,True,Long,,1.0
2016-10-21 11:00:00,25.0,1.22396,True,Short,1.0,
2016-10-25 11:00:00,27.6,1.22223,True,Short,1.0,
2016-10-26 11:00:00,0.6,1.21841,True,Short,1.0,
2016-10-28 12:00:00,25.0,1.21657,True,Short,1.0,
2016-10-31 10:00:00,25.0,1.2179,True,Long,,1.0
2016-11-01 13:00:00,50.0,1.2241,True,Long,,1.0
2016-11-02 13:00:00,50.0,1.22767,True,Long,,1.0
2016-11-03 11:00:00,51.7,1.23322,True,Long,,1.0
2016-11-09 09:00:00,59.8,1.23939,True,Long,,1.0
2016-11-10 12:00:00,36.9,1.23919,True,Long,,1.0
2016-11-14 12:00:00,85.1,1.25306,True,Short,1.0,
2016-11-16 09:00:00,14.9,1.24755,True,Short,1.0,
2016-11-17 10:00:00,26.4,1.24778,True,Short,1.0,
2016-11-18 11:00:00,50.1,1.24023,True,Short,1.0,
2016-11-21 13:00:00,0.0,1.2383,True,Short,1.0,
2016-11-22 10:00:00,50.0,1.24807,True,Long,,1.0
2016-11-25 11:00:00,50.0,1.24718,True,Long,,1.0
2016-11-28 12:00:00,25.1,1.24357,True,Long,,1.0
2016-12-02 11:00:00,76.5,1.25985,True,Long,,1.0
2016-12-05 12:00:00,77.3,1.27165,True,Long,,1.0
2016-12-06 13:00:00,88.6,1.27528,True,Long,,1.0
2016-12-08 13:00:00,60.5,1.26768,True,Long,,1.0
2016-12-09 11:00:00,27.0,1.26145,True,Short,1.0,
2016-12-12 10:00:00,14.1,1.25879,True,Short,1.0,
2016-12-13 13:00:00,56.1,1.27061,True,Long,,1.0
2016-12-14 09:00:00,52.3,1.26668,True,Short,1.0,
2016-12-15 12:00:00,0.0,1.25332,True,Short,1.0,
2016-12-16 13:00:00,0.0,1.24253,True,Short,1.0,
2016-12-19 10:00:00,25.0,1.24869,True,Long,,1.0
2016-12-21 13:00:00,0.0,1.23644,True,Short,1.0,
2016-12-22 11:00:00,50.0,1.23327,True,Long,,1.0
2016-12-23 13:00:00,25.0,1.2255,True,Short,1.0,
2016-12-26 09:00:00,0.0,1.22809,True,Short,1.0,
2016-12-28 10:00:00,0.0,1.22568,True,Long,,1.0
2016-12-29 11:00:00,25.0,1.2261,True,Short,1.0,
2016-12-30 13:00:00,50.0,1.23021,True,Long,,1.0
2017-01-02 11:00:00,50.0,1.23254,True,Long,,1.0
2017-01-03 12:00:00,25.0,1.22774,True,Short,1.0,
2017-01-05 10:00:00,52.3,1.22751,True,Long,,1.0
2017-01-10 12:00:00,25.0,1.21535,True,Short,1.0,
2017-01-11 11:00:00,0.0,1.21221,True,Long,,1.0
2017-01-12 12:00:00,25.0,1.22698,True,Long,,1.0
2017-01-16 11:00:00,0.0,1.20627,True,Short,1.0,
2017-01-18 10:00:00,50.0,1.23108,True,Long,,1.0
2017-01-20 11:00:00,30.2,1.22909,True,Long,,1.0
2017-01-23 11:00:00,70.1,1.24503,True,Long,,1.0
2017-01-24 13:00:00,77.7,1.24559,True,Long,,1.0
2017-01-25 13:00:00,58.3,1.25807,True,Long,,1.0
2017-01-26 13:00:00,65.4,1.2594,True,Long,,1.0
2017-01-27 11:00:00,93.0,1.25486,True,Short,1.0,
2017-01-30 13:00:00,40.3,1.2518,True,Short,1.0,
2017-02-02 13:00:00,78.4,1.26751,True,Long,,1.0
2017-02-03 10:00:00,66.9,1.25219,True,Short,1.0,
2017-02-06 12:00:00,0.1,1.2488,True,Short,1.0,
2017-02-07 12:00:00,0.0,1.23768,True,Short,1.0,
2017-02-08 11:00:00,25.0,1.24982,True,Long,,1.0
2017-02-09 13:00:00,50.0,1.25606,True,Long,,1.0
2017-02-14 09:00:00,25.0,1.25292,True,Long,,1.0
2017-02-21 11:00:00,25.0,1.24298,True,Short,1.0,
2017-02-22 10:00:00,0.0,1.24649,True,Long,,1.0
2017-02-23 13:00:00,50.0,1.24768,True,Long,,1.0
2017-02-24 10:00:00,50.0,1.25327,True,Long,,1.0
2017-02-27 12:00:00,25.0,1.24198,True,Short,1.0,
2017-02-28 12:00:00,0.2,1.24353,True,Short,1.0,
2017-03-01 11:00:00,0.0,1.23702,True,Short,1.0,
2017-03-06 11:00:00,0.0,1.22598,True,Long,,1.0
2017-03-09 13:00:00,0.0,1.21517,True,Short,1.0,
2017-03-10 13:00:00,0.0,1.21413,True,Long,,1.0
2017-03-13 12:00:00,25.0,1.2206,True,Long,,1.0
2017-03-14 13:00:00,50.0,1.21316,True,Short,1.0,
2017-03-15 11:00:00,0.0,1.22274,True,Long,,1.0
2017-03-16 12:00:00,25.0,1.22493,True,Long,,1.0
2017-03-20 12:00:00,71.1,1.24116,True,Long,,1.0
2017-03-21 11:00:00,84.4,1.23868,True,Short,1.0,
2017-03-22 11:00:00,91.3,1.24649,True,Long,,1.0
2017-03-23 11:00:00,94.0,1.2475,True,Long,,1.0
2017-03-24 13:00:00,95.0,1.24848,True,Long,,1.0
2017-03-29 12:00:00,62.3,1.24449,True,Short,1.0,
2017-04-03 11:00:00,54.9,1.25307,True,Long,,1.0
2017-04-04 13:00:00,50.0,1.2462,True,Short,1.0,
2017-04-05 09:00:00,0.0,1.24439,True,Short,1.0,
