Datetime_Kyiv,Trend_%,Close_Price,Status,Direction,First_LDN_PDL_Long,First_LDN_PDH_Short
2015-01-05 10:00:00,25.0,1.53045,True,Long,1.0,
2015-01-06 14:00:00,25.0,1.51924,True,Long,1.0,
2015-01-07 14:00:00,0.0,1.51274,True,Long,1.0,
2015-01-08 12:00:00,0.0,1.50561,True,Long,1.0,
2015-01-12 10:00:00,25.0,1.51138,True,Short,,1.0
2015-01-13 13:00:00,50.0,1.51412,True,Long,1.0,
2015-01-14 11:00:00,0.0,1.5173,True,Short,,1.0
2015-01-23 13:00:00,25.0,1.497,True,Long,1.0,
2015-01-26 12:00:00,0.0,1.50084,True,Short,,1.0
2015-01-27 12:00:00,0.0,1.50722,True,Short,,1.0
2015-01-29 12:00:00,25.0,1.51431,True,Long,1.0,
2015-02-03 11:00:00,50.0,1.50182,True,Long,1.0,
2015-02-10 13:00:00,15.3,1.52134,True,Long,1.0,
2015-02-11 14:00:00,47.6,1.52967,True,Short,,1.0
2015-02-12 14:00:00,80.0,1.53693,True,Long,1.0,
2015-02-16 11:00:00,83.7,1.53948,True,Short,,1.0
2015-02-17 13:00:00,55.6,1.53901,True,Long,1.0,
2015-02-18 14:00:00,26.0,1.54359,True,Short,,1.0
2015-02-25 13:00:00,75.1,1.54971,True,Short,,1.0
2015-02-27 14:00:00,46.4,1.54449,True,Long,1.0,
2015-03-05 10:00:00,0.0,1.52466,True,Long,1.0,
2015-03-10 13:00:00,0.0,1.50773,True,Long,1.0,
2015-03-13 11:00:00,0.0,1.48795,True,Long,1.0,
2015-03-26 14:00:00,5.2,1.49295,True,Short,,1.0
2015-03-27 12:00:00,40.0,1.48675,True,Long,1.0,
2015-04-07 14:00:00,50.0,1.48864,True,Long,1.0,
2015-04-09 14:00:00,28.2,1.4821,True,Long,1.0,
2015-04-10 14:00:00,25.0,1.46247,True,Long,1.0,
2015-04-13 11:00:00,25.0,1.46002,True,Long,1.0,
2015-04-20 14:00:00,50.4,1.49163,True,Short,,1.0
2015-04-21 12:00:00,6.2,1.48799,True,Long,1.0,
2015-04-24 14:00:00,67.7,1.51153,True,Short,,1.0
2015-04-27 11:00:00,92.8,1.51521,True,Short,,1.0
2015-04-29 14:00:00,92.8,1.5368,True,Short,,1.0
2015-05-04 12:00:00,37.3,1.51507,True,Short,,1.0
2015-05-05 14:00:00,19.3,1.51323,True,Long,1.0,
2015-05-06 12:00:00,33.2,1.51751,True,Short,,1.0
2015-05-08 10:00:00,25.0,1.5455,True,Short,,1.0
2015-05-11 13:00:00,50.4,1.54464,True,Long,1.0,
2015-05-13 14:00:00,64.2,1.56825,True,Short,,1.0
2015-05-25 11:00:00,25.0,1.55035,True,Long,1.0,
2015-06-01 11:00:00,0.0,1.52558,True,Short,,1.0
2015-06-03 12:00:00,50.0,1.527,True,Short,,1.0
2015-06-08 12:00:00,25.0,1.52303,True,Short,,1.0
2015-06-09 12:00:00,25.0,1.5291,True,Short,,1.0
2015-06-10 13:00:00,26.1,1.54628,True,Short,,1.0
2015-06-16 13:00:00,85.5,1.557,True,Short,,1.0
2015-06-18 14:00:00,91.8,1.59019,True,Short,,1.0
2015-06-22 12:00:00,71.9,1.58713,True,Short,,1.0
2015-06-23 14:00:00,69.5,1.57778,True,Long,1.0,
2015-06-29 14:00:00,3.0,1.56928,True,Long,1.0,
2015-07-02 13:00:00,0.0,1.56161,True,Long,1.0,
2015-07-03 14:00:00,0.0,1.56333,True,Short,,1.0
2015-07-06 13:00:00,25.0,1.55641,True,Long,1.0,
2015-07-13 10:00:00,50.0,1.55466,True,Long,1.0,
2015-07-14 14:00:00,50.0,1.55725,True,Long,1.0,
2015-07-15 13:00:00,50.0,1.56161,True,Short,,1.0
2015-07-17 13:00:00,30.2,1.56321,True,Short,,1.0
2015-07-20 13:00:00,42.2,1.5556,True,Short,,1.0
2015-07-22 14:00:00,28.0,1.56055,True,Short,,1.0
2015-07-23 13:00:00,47.2,1.56083,True,Short,,1.0
2015-07-24 13:00:00,28.6,1.5476,True,Long,1.0,
2015-07-27 12:00:00,0.0,1.5524,True,Short,,1.0
2015-07-31 13:00:00,0.6,1.55656,True,Long,1.0,
2015-08-03 13:00:00,33.6,1.55961,True,Short,,1.0
2015-08-05 11:00:00,31.8,1.5583,True,Long,1.0,
2015-08-10 13:00:00,0.0,1.5464,True,Short,,1.0
2015-08-11 13:00:00,25.0,1.55815,True,Short,,1.0
2015-08-12 14:00:00,50.0,1.55864,True,Long,1.0,
2015-08-17 12:00:00,52.7,1.56475,True,Short,,1.0
2015-08-18 13:00:00,58.0,1.56893,True,Long,1.0,
2015-08-21 12:00:00,36.3,1.57169,True,Short,,1.0
2015-08-24 12:00:00,84.7,1.57117,True,Long,1.0,
2015-08-31 12:00:00,0.0,1.54237,True,Short,,1.0
2015-09-01 14:00:00,25.0,1.53532,True,Long,1.0,
2015-09-03 14:00:00,0.0,1.5281,True,Long,1.0,
2015-09-04 13:00:00,0.0,1.52312,True,Long,1.0,
2015-09-08 12:00:00,50.0,1.53786,True,Short,,1.0
2015-09-10 12:00:00,25.0,1.53879,True,Long,1.0,
2015-09-14 13:00:00,60.8,1.54519,True,Short,,1.0
2015-09-21 13:00:00,84.3,1.5521,True,Short,,1.0
2015-09-23 13:00:00,10.6,1.53017,True,Long,1.0,
2015-10-01 13:00:00,25.0,1.51325,True,Long,1.0,
2015-10-05 13:00:00,50.0,1.52062,True,Short,,1.0
2015-10-09 12:00:00,67.9,1.53604,True,Short,,1.0
2015-10-12 14:00:00,82.2,1.53444,True,Short,,1.0
2015-10-13 13:00:00,64.5,1.52471,True,Short,,1.0
2015-10-20 13:00:00,82.8,1.5485,True,Short,,1.0
2015-10-21 12:00:00,54.4,1.54385,True,Long,1.0,
2015-10-22 14:00:00,23.9,1.54788,True,Short,,1.0
2015-10-26 14:00:00,3.7,1.53431,True,Short,,1.0
2015-10-30 11:00:00,0.0,1.53308,True,Short,,1.0
2015-11-02 13:00:00,25.0,1.54644,True,Short,,1.0
2015-11-11 11:00:00,50.0,1.51439,True,Short,,1.0
2015-11-16 12:00:00,50.0,1.52048,True,Long,1.0,
2015-11-17 12:00:00,25.0,1.51989,True,Long,1.0,
2015-11-18 13:00:00,0.0,1.52113,True,Short,,1.0
2015-11-19 11:00:00,54.8,1.52521,True,Short,,1.0
2015-11-23 11:00:00,54.8,1.51599,True,Long,1.0,
2015-11-27 14:00:00,25.0,1.50598,True,Long,1.0,
2015-12-01 13:00:00,0.0,1.50774,True,Short,,1.0
2015-12-07 12:00:00,25.0,1.5081,True,Long,1.0,
2015-12-16 13:00:00,40.3,1.50233,True,Long,1.0,
2015-12-17 12:00:00,0.1,1.49262,True,Long,1.0,
2015-12-24 11:00:00,0.0,1.48915,True,Short,,1.0
2015-12-28 11:00:00,25.0,1.49268,True,Long,1.0,
2016-01-04 11:00:00,25.0,1.47833,True,Long,1.0,
2016-01-05 14:00:00,25.0,1.4682,True,Long,1.0,
2016-01-06 12:00:00,25.0,1.46553,True,Long,1.0,
2016-01-14 14:00:00,25.0,1.43947,True,Long,1.0,
2016-01-18 11:00:00,0.0,1.42939,True,Long,1.0,
2016-01-19 13:00:00,0.0,1.43021,True,Short,,1.0
2016-01-20 13:00:00,25.0,1.41568,True,Long,1.0,
2016-01-22 13:00:00,25.0,1.42912,True,Short,,1.0
2016-01-26 12:00:00,25.0,1.41994,True,Long,1.0,
2016-01-29 10:00:00,52.9,1.43619,True,Short,,1.0
2016-02-04 14:00:00,79.5,1.46162,True,Short,,1.0
2016-02-05 13:00:00,81.6,1.4529,True,Long,1.0,
2016-02-11 13:00:00,42.9,1.44209,True,Long,1.0,
2016-02-12 14:00:00,11.3,1.45128,True,Short,,1.0
2016-02-16 10:00:00,0.0,1.45004,True,Long,1.0,
2016-02-17 11:00:00,0.0,1.43103,True,Long,1.0,
2016-02-26 13:00:00,25.0,1.39615,True,Short,,1.0
2016-03-01 11:00:00,0.0,1.39545,True,Short,,1.0
2016-03-03 11:00:00,50.0,1.40813,True,Short,,1.0
2016-03-16 12:00:00,69.2,1.41165,True,Long,1.0,
2016-03-21 12:00:00,63.3,1.44066,True,Long,1.0,
2016-03-22 13:00:00,65.3,1.42788,True,Long,1.0,
2016-03-24 13:00:00,0.0,1.41376,True,Long,1.0,
2016-03-30 13:00:00,50.0,1.43938,True,Short,,1.0
2016-03-31 12:00:00,50.0,1.43847,True,Long,1.0,
2016-04-04 14:00:00,4.5,1.42289,True,Long,1.0,
2016-04-08 12:00:00,25.0,1.41061,True,Long,1.0,
2016-04-11 11:00:00,0.0,1.41428,True,Short,,1.0
2016-04-14 13:00:00,25.0,1.41445,True,Long,1.0,
2016-04-18 12:00:00,0.1,1.41856,True,Long,1.0,
2016-04-19 12:00:00,33.6,1.43199,True,Short,,1.0
2016-04-21 11:00:00,53.6,1.43329,True,Long,1.0,
2016-04-25 12:00:00,50.2,1.44274,True,Short,,1.0
2016-04-29 13:00:00,69.5,1.4594,True,Short,,1.0
2016-05-02 13:00:00,93.4,1.46116,True,Short,,1.0
2016-05-03 14:00:00,93.2,1.46713,True,Short,,1.0
2016-05-09 12:00:00,25.0,1.44327,True,Short,,1.0
2016-05-13 13:00:00,50.0,1.44076,True,Long,1.0,
2016-05-16 14:00:00,25.0,1.43508,True,Short,,1.0
2016-05-17 13:00:00,25.0,1.4487,True,Short,,1.0
2016-05-19 14:00:00,26.0,1.46358,True,Short,,1.0
2016-05-23 13:00:00,21.4,1.44908,True,Long,1.0,
2016-05-25 14:00:00,48.1,1.46607,True,Short,,1.0
2016-05-26 13:00:00,80.4,1.47045,True,Short,,1.0
2016-05-30 10:00:00,55.5,1.46119,True,Short,,1.0
2016-05-31 14:00:00,22.5,1.46182,True,Long,1.0,
2016-06-03 12:00:00,0.0,1.4433,True,Long,1.0,
2016-06-06 12:00:00,50.0,1.4432,True,Long,1.0,
2016-06-07 10:00:00,0.0,1.45039,True,Short,,1.0
2016-06-09 10:00:00,25.0,1.45162,True,Long,1.0,
2016-06-10 13:00:00,0.0,1.44312,True,Long,1.0,
2016-06-17 14:00:00,25.0,1.42547,True,Short,,1.0
2016-06-20 14:00:00,25.0,1.46228,True,Short,,1.0
2016-06-23 11:00:00,41.9,1.4745,True,Short,,1.0
2016-06-24 10:00:00,57.7,1.35997,True,Long,1.0,
2016-07-04 11:00:00,0.0,1.32759,True,Short,,1.0
2016-07-05 14:00:00,25.0,1.31588,True,Long,1.0,
2016-07-11 12:00:00,25.0,1.28562,True,Short,,1.0
2016-07-13 11:00:00,0.0,1.32428,True,Short,,1.0
2016-07-15 10:00:00,50.1,1.33929,True,Short,,1.0
2016-07-18 14:00:00,60.9,1.32315,True,Short,,1.0
2016-07-19 13:00:00,56.0,1.31959,True,Long,1.0,
2016-07-21 12:00:00,18.6,1.31964,True,Short,,1.0
2016-07-22 14:00:00,35.8,1.3107,True,Short,,1.0
2016-07-25 14:00:00,25.4,1.31311,True,Short,,1.0
2016-07-26 13:00:00,25.0,1.3121,True,Long,1.0,
2016-08-04 13:00:00,74.6,1.32985,True,Long,1.0,
2016-08-08 14:00:00,2.5,1.30656,True,Long,1.0,
2016-08-09 12:00:00,0.0,1.30109,True,Long,1.0,
2016-08-11 14:00:00,25.0,1.29813,True,Long,1.0,
2016-08-15 13:00:00,25.0,1.29077,True,Short,,1.0
2016-08-16 14:00:00,0.0,1.29787,True,Short,,1.0
2016-08-17 14:00:00,25.0,1.30066,True,Short,,1.0
2016-08-18 14:00:00,50.0,1.31536,True,Short,,1.0
2016-08-22 11:00:00,54.6,1.30824,True,Long,1.0,
2016-08-23 13:00:00,41.4,1.31783,True,Short,,1.0
2016-08-29 13:00:00,84.6,1.3102,True,Long,1.0,
2016-08-30 12:00:00,19.4,1.30693,True,Long,1.0,
2016-08-31 14:00:00,27.0,1.31378,True,Short,,1.0
2016-09-01 14:00:00,50.0,1.32458,True,Short,,1.0
2016-09-05 11:00:00,54.2,1.33032,True,Short,,1.0
2016-09-12 13:00:00,30.0,1.32502,True,Short,,1.0
2016-09-15 10:00:00,0.0,1.32164,True,Short,,1.0
2016-09-19 13:00:00,0.0,1.305,True,Short,,1.0
2016-09-21 10:00:00,0.0,1.29724,True,Long,1.0,
2016-09-22 14:00:00,25.0,1.30526,True,Short,,1.0
2016-09-26 11:00:00,25.0,1.29301,True,Short,,1.0
2016-09-27 13:00:00,25.0,1.29447,True,Short,,1.0
2016-09-28 13:00:00,50.0,1.29972,True,Short,,1.0
2016-09-29 12:00:00,50.0,1.29926,True,Short,,1.0
2016-09-30 13:00:00,50.0,1.29685,True,Long,1.0,
2016-10-03 13:00:00,0.0,1.28772,True,Long,1.0,
2016-10-05 12:00:00,0.0,1.2733,True,Long,1.0,
2016-10-07 12:00:00,0.0,1.24336,True,Long,1.0,
2016-10-10 12:00:00,25.0,1.24171,True,Long,1.0,
2016-10-11 13:00:00,25.0,1.23004,True,Long,1.0,
2016-10-17 13:00:00,0.0,1.21701,True,Short,,1.0
2016-10-24 13:00:00,0.0,1.2242,True,Short,,1.0
2016-10-27 14:00:00,25.0,1.22595,True,Short,,1.0
2016-11-01 13:00:00,50.0,1.2241,True,Short,,1.0
2016-11-02 13:00:00,50.0,1.22767,True,Short,,1.0
2016-11-03 11:00:00,50.6,1.23322,True,Short,,1.0
2016-11-07 14:00:00,79.3,1.24229,True,Long,1.0,
2016-11-09 12:00:00,35.5,1.24328,True,Long,1.0,
2016-11-11 14:00:00,84.5,1.26282,True,Short,,1.0
2016-11-14 12:00:00,84.1,1.25306,True,Long,1.0,
2016-11-17 13:00:00,27.2,1.24898,True,Short,,1.0
2016-11-18 11:00:00,50.4,1.24023,True,Long,1.0,
2016-11-23 14:00:00,50.0,1.24283,True,Long,1.0,
2016-11-28 12:00:00,25.0,1.24357,True,Short,,1.0
2016-12-05 12:00:00,76.7,1.27165,True,Short,,1.0
2016-12-06 13:00:00,87.2,1.27528,True,Short,,1.0
2016-12-07 14:00:00,90.1,1.26089,True,Long,1.0,
2016-12-08 13:00:00,60.2,1.26768,True,Short,,1.0
2016-12-13 13:00:00,59.5,1.27061,True,Short,,1.0
2016-12-15 12:00:00,25.0,1.25332,True,Long,1.0,
2016-12-23 13:00:00,25.0,1.2255,True,Long,1.0,
2016-12-28 10:00:00,0.0,1.22568,True,Short,,1.0
2016-12-30 13:00:00,25.0,1.23021,True,Short,,1.0
2017-01-03 12:00:00,25.0,1.22774,True,Long,1.0,
2017-01-05 10:00:00,25.0,1.22751,True,Short,,1.0
2017-01-09 14:00:00,59.0,1.2152,True,Long,1.0,
2017-01-10 12:00:00,25.0,1.21535,True,Long,1.0,
2017-01-11 14:00:00,25.0,1.21157,True,Long,1.0,
2017-01-12 12:00:00,25.0,1.22698,True,Short,,1.0
2017-01-13 10:00:00,25.0,1.2188,True,Long,1.0,
2017-01-16 11:00:00,25.0,1.20627,True,Long,1.0,
2017-01-20 11:00:00,52.1,1.22909,True,Short,,1.0
2017-01-23 11:00:00,44.3,1.24503,True,Short,,1.0
2017-01-25 13:00:00,58.9,1.25807,True,Short,,1.0
2017-01-26 13:00:00,63.7,1.2594,True,Short,,1.0
2017-01-27 11:00:00,92.7,1.25486,True,Long,1.0,
2017-01-30 13:00:00,40.7,1.2518,True,Long,1.0,
2017-01-31 14:00:00,33.3,1.24876,True,Long,1.0,
2017-02-02 13:00:00,77.4,1.26751,True,Short,,1.0
2017-02-03 10:00:00,68.8,1.25219,True,Long,1.0,
2017-02-06 12:00:00,0.6,1.2488,True,Long,1.0,
2017-02-07 12:00:00,0.0,1.23768,True,Long,1.0,
2017-02-09 13:00:00,50.0,1.25606,True,Short,,1.0
2017-02-13 12:00:00,25.0,1.25188,True,Short,,1.0
2017-02-14 14:00:00,25.0,1.24803,True,Long,1.0,
2017-02-16 14:00:00,0.0,1.25007,True,Short,,1.0
2017-02-17 14:00:00,0.0,1.24266,True,Long,1.0,
2017-02-22 10:00:00,0.0,1.24649,True,Short,,1.0
2017-02-24 10:00:00,50.0,1.25327,True,Short,,1.0
2017-02-27 12:00:00,50.0,1.24198,True,Long,1.0,
2017-03-01 11:00:00,0.0,1.23702,True,Long,1.0,
2017-03-02 14:00:00,0.0,1.22964,True,Long,1.0,
2017-03-03 14:00:00,0.0,1.22302,True,Long,1.0,
2017-03-07 14:00:00,25.0,1.21926,True,Long,1.0,
2017-03-09 13:00:00,0.0,1.21517,True,Long,1.0,
2017-03-13 12:00:00,25.0,1.2206,True,Short,,1.0
2017-03-14 13:00:00,50.0,1.21316,True,Long,1.0,
2017-03-15 11:00:00,25.0,1.22274,True,Short,,1.0
2017-03-17 14:00:00,51.7,1.236,True,Short,,1.0
2017-03-20 12:00:00,67.9,1.24116,True,Short,,1.0
2017-03-22 11:00:00,89.6,1.24649,True,Short,,1.0
2017-03-23 11:00:00,68.4,1.2475,True,Short,,1.0
2017-03-29 12:00:00,63.6,1.24449,True,Long,1.0,
2017-04-04 13:00:00,50.0,1.2462,True,Long,1.0,
2017-04-11 14:00:00,0.0,1.24263,True,Short,,1.0
2017-04-12 14:00:00,50.0,1.24984,True,Short,,1.0
2017-04-13 12:00:00,50.0,1.25483,True,Short,,1.0
2017-04-18 13:00:00,74.2,1.25565,True,Short,,1.0
2017-04-24 12:00:00,43.0,1.28244,True,Long,1.0,
2017-04-27 13:00:00,85.9,1.29015,True,Short,,1.0
2017-05-01 11:00:00,82.5,1.2916,True,Long,1.0,
2017-05-02 14:00:00,56.5,1.29242,True,Long,1.0,
2017-05-03 13:00:00,37.9,1.29109,True,Short,,1.0
2017-05-04 12:00:00,85.6,1.28902,True,Long,1.0,
2017-05-05 14:00:00,32.9,1.29334,True,Short,,1.0
2017-05-08 10:00:00,57.8,1.29832,True,Long,1.0,
2017-05-10 14:00:00,22.6,1.29441,True,Short,,1.0
2017-05-16 14:00:00,50.0,1.28929,True,Short,,1.0
2017-05-22 14:00:00,8.5,1.29977,True,Long,1.0,
2017-05-23 13:00:00,70.6,1.29936,True,Long,1.0,
2017-05-25 14:00:00,30.8,1.29592,True,Short,,1.0
2017-05-26 12:00:00,44.5,1.28725,True,Long,1.0,
2017-05-30 14:00:00,0.0,1.28612,True,Short,,1.0
2017-05-31 11:00:00,50.0,1.28102,True,Long,1.0,
2017-06-05 14:00:00,25.0,1.29044,True,Long,1.0,
2017-06-06 12:00:00,50.0,1.29232,True,Short,,1.0
2017-06-08 14:00:00,58.4,1.29421,True,Short,,1.0
2017-06-09 12:00:00,73.6,1.27181,True,Long,1.0,
2017-06-12 11:00:00,25.1,1.27355,True,Short,,1.0
2017-06-14 13:00:00,25.0,1.27421,True,Short,,1.0
2017-06-19 12:00:00,25.0,1.28041,True,Long,1.0,
2017-06-20 13:00:00,25.0,1.26989,True,Long,1.0,
2017-06-21 14:00:00,0.0,1.26467,True,Long,1.0,
2017-06-23 13:00:00,25.0,1.27239,True,Short,,1.0
2017-06-26 13:00:00,50.0,1.27126,True,Short,,1.0
2017-06-30 11:00:00,68.9,1.30101,True,Short,,1.0
2017-07-03 11:00:00,58.6,1.30063,True,Long,1.0,
2017-07-04 11:00:00,43.1,1.29468,True,Long,1.0,
2017-07-10 12:00:00,41.1,1.28679,True,Short,,1.0
2017-07-12 13:00:00,25.0,1.28559,True,Long,1.0,
2017-07-13 13:00:00,0.0,1.29241,True,Short,,1.0
2017-07-14 12:00:00,25.0,1.29575,True,Short,,1.0
2017-07-18 13:00:00,63.5,1.3045,True,Short,,1.0
2017-07-24 11:00:00,47.3,1.30132,True,Short,,1.0
2017-07-26 12:00:00,60.6,1.30175,True,Long,1.0,
2017-07-27 13:00:00,29.3,1.31403,True,Short,,1.0
2017-08-01 10:00:00,51.0,1.32126,True,Short,,1.0
2017-08-03 14:00:00,69.6,1.32349,True,Short,,1.0
2017-08-07 12:00:00,18.3,1.30446,True,Short,,1.0
2017-08-10 13:00:00,25.0,1.29919,True,Long,1.0,
2017-08-14 13:00:00,25.0,1.2977,True,Short,,1.0
2017-08-16 13:00:00,0.0,1.28837,True,Long,1.0,
2017-08-17 11:00:00,0.0,1.28891,True,Short,,1.0
2017-08-18 14:00:00,50.0,1.28901,True,Short,,1.0
2017-08-21 13:00:00,25.0,1.28758,True,Long,1.0,
2017-08-24 12:00:00,0.0,1.28125,True,Long,1.0,
2017-08-28 13:00:00,25.0,1.28983,True,Short,,1.0
2017-08-29 14:00:00,50.0,1.29488,True,Short,,1.0
2017-08-30 13:00:00,51.4,1.29243,True,Long,1.0,
2017-09-04 12:00:00,71.8,1.29373,True,Short,,1.0
2017-09-05 14:00:00,84.3,1.29579,True,Long,1.0,
2017-09-08 11:00:00,86.6,1.31398,True,Short,,1.0
2017-09-11 10:00:00,86.3,1.3188,True,Long,1.0,
2017-09-13 13:00:00,45.5,1.32669,True,Short,,1.0
